Protein_ID 	BC.1	BC.2	BC.3	BC.4	BC.5	BC.6	BC.7	BC.8	BC.9	BC.10	BC.11	BC.12	BC.13	BC.14	BC.15	BC.16	BC.17	BC.18	BC.19	BC.20	BC.21	BC.22	BC.23	BC.24	BC.25	BC.26	BC.27	BC.28	BC.29	BC.30	BC.31	BC.32	BC.33	BC.34	BC.35	BC.36	BC.37	BC.38	BC.39	BC.40	BC.41	BC.42	BC.43	BC.44	BC.45	BC.46	BC.47	BC.48	BC.49	BC.50	BC.51	BC.52	BC.53	BC.54	BC.55	BC.56	BC.57	BC.58	BC.59	BC.60	BC.61	BC.62	BC.63	BC.64	BC.65	BC.66	BC.67	BC.68	BC.69	BC.70	BC.71	BC.72	BC.73	BC.74	BC.75	BC.76	BC.77	BC.78	BC.79	BC.80	BC.81	BC.82	BC.83	BC.84	BC.85	BC.86	BC.87	BC.88	BC.89	BC.90	BC.91	BC.92	BC.93	BC.94	BC.95	BC.96	BC.97	BC.98	BC.99	BC.100	BC.101	BC.102	BC.103	BC.104	BC.105	BC.106	BC.107	BC.108	BC.109	BC.110	BC.111	BC.112	BC.113	BC.114	BC.115	BC.116	BC.117	BC.118	BC.119	BC.120	BC.121	BC.122	BC.123	BC.124	BC.125	BC.126	BC.127	BC.128	BC.129	BC.130	BC.131	BC.132	BC.133	BC.134	BC.135	BC.136	BC.137	BC.138	BC.139	BC.140
HCLS1	25856600	64192000	56538000	1914160	8934200	4223230	2832983.93	5432615.193	6985170	5306800	3201300	2982800	42245356.51	19818622.61	36970695.06	14989587.06	12326743.67	14158680.84	13170289.21	12068092.4	12011645.2	13001252.24	12105604.62	38673273.15	28063602.27	37468769.05	36605381.2	18101229.5	17365425.23	16585049.68	16731801.45	15721606.47	16656530.38	16592558.88	42290924.9	27092000.14	26182210.94	17894624.78	35558111.14	18264227.4	18327193.93	17712603.61	18579541.03	18527762.69	17678058.63	43313872.37	33373094.96	19407339.33	26804091.07	36349123.31	36332793.59	19440970.58	19993805.33	20257748.33	19458643.74	20257510.8	45058796.2	29813507.76	34009880.88	27677582.76	29949144.01	20576916.55	37452674.79	21381809.12	21101555.49	21640777.65	21652647.91	45666987.29	36475718.76	25647747.88	27843622.03	23872071.67	31004288.41	38636203.47	38059364.7	22483029.38	22745685.53	22225336.46	46227959.98	31708865.07	33460460.13	24962040.85	26764496.58	29973011.95	30557618.96	23592329.16	38598534.62	23463892.35	23724570.07	47212688.88	37995859.61	25387908.77	32153773.01	25549189.38	26974424.54	24384289.68	30771062.82	38883783.57	39165347.69	24444256.91	47674306.96	33635570.07	37117054.71	31397373.62	31301150.63	26184702.22	27363047.9	31183892.23	32968977.96	25212249.19	39654336.91	48295915.14	39312016.56	28878999.31	31147735.94	25574013.67	30595069.07	26700696.1	29353181.18	27349530.01	33336049.64	40085511.74	34403382.14	34815957.61	36337528.85	28256711.2	31579703.41	31070923.15	29983468.54	28771768.98	28143339.22	32141502	32949798.06	31933212.26	26706062.63	27818114.34	34388549.65	29689707.25	26899575.3	27481909.8
HDAC1	9742040	6815400	4519600	18384936.22	5633047.087	1125071.717	4157766.961	9765200	8558190	6232257.678	1227881.003	6212000	6542592.81	6851441.393	10434392.18	10339840.7	6156127.257	5523999.545	7330298.496	6387044.028	4813360.95	7264527.979	7368137.181	6240154.99	5242648.164	10911746.91	5365181.193	9457843.131	6055677.847	7251645.501	6448812.199	7109667.249	8036330.593	5763049.433	6790470.307	6692222.058	11391525.51	11422206.36	10114269.13	9528709.181	7407567.724	7043602.424	6920739.903	7201916.209	8569595.993	7374251.596	6467414.707	11070558.13	6499839.78	7777721.695	7081503.997	8628565.857	6912181.987	6677946.26	6838535.459	7930150.49	7782239.104	7514701.61	11226645.74	11272235.94	8055580.755	7494864.539	8356939.028	8550816.11	7095487.336	7025444.258	7958903.824	7031492.388	7153293.85	10601576.05	6988251.556	10159957.18	7548695.673	7857734.35	7201187.071	8465223.046	7099087.093	7963412.779	7969332.916	7175461.858	10503466.72	10711077.23	10313526.35	9791292.953	7520157.872	7871301.788	8486425.62	8603053.564	8116768.571	7268074.157	8056091.22	10598947.02	7514728.213	7706900.687	7835812.879	9590210.498	7693878.166	7961477.687	7469258.9	7840093.738	8207366.61	8155091.437	9917657.34	10483705.73	7621316.814	7559886.602	9186589.033	9344918.342	7733745.134	7960819.099	7843910.254	7843688.811	7531970.522	9242723.043	8061667.684	10362928.82	7586647.192	9152443.692	7697856.986	9152030.583	7781358.609	7673069.978	7557340.899	7868839.404	9270388.407	8754375.963	9883956.767	10377095.14	9188301.663	9089228.466	9100005.796	9027603.462	7775604.661	7783859.209	7980492.478	9072849.598	8197619.409	8814953.541	8186697.205	8885899.309
HDDC2	25007400	12471000	25294000	19066800	25934000	2939090	33950000	20560000	23439510	25786000	5887700	30398000	22996495.47	25508587.89	14165791.57	14693363.49	21769466.5	26383055.27	19569576.44	14825643.09	17518579.37	23456583.4	26214822.34	14624499.28	16172730.86	17404924.41	15201791.59	21769860.69	19560066.96	21919043.77	20076616.78	18178648.2	21507872.11	18508044.64	27421256.61	17710314.37	17437283.38	18441524.43	22864439.83	18674574.56	18879003.5	18419988.76	18519398.5	19994791.47	19741060.6	25721105.29	26712605.16	17481307.51	18218206	21657373.86	21512783.94	17609500.86	17868018.14	17517073.67	18894898.18	17700061.03	23430907.15	18547273.85	26804168.74	18466230.06	21180782.01	17942583.08	21703609.23	18120799.39	18217266.04	19249544.85	19087434.19	23641275.01	22878341.68	26322377.65	26521380.76	21015427.34	21576777.75	22143962.31	22016572.31	18577999.11	19515080.81	18658318.62	23052128.17	19318863.07	22009503.31	18806988.61	24116367.06	19238099.5	19250616.64	18817494.69	22130159.96	19668191.33	19598520.87	23145193.6	22533471.07	21531869.67	22072991.53	24214289.02	23839663.15	19025261.84	19445997.13	22330004.79	21513112.14	19145681.77	22623381.56	19723546.02	20119422.51	19668666.91	21274046.25	19527767.38	23971078.18	19622405.41	22089574.2	20048917.16	21606881.89	22738478.21	22191666.27	19713368.75	19771720.65	20930263.54	21085003.3	23796959.31	23739978.41	21895016.39	21489065.38	21023237.2	20609639.59	20034054.81	21969950.83	19569831.03	20670485.41	19675804.37	22234230.17	19600277.36	21388697.21	19963769.39	20026722.13	19977993.84	20143067.78	21507642.05	21986101.33	20704154.25	20606157.14	22177057.08
HDDC3	31286200	29848000	5241800	33420249.23	8790600	8434250	21348000	22180000	27089100	39016332.82	9643700	18588200	16799492.83	34280754.46	25518758.71	24683635.43	16410690.22	16337471.39	13913999.8	14576894.26	23047912.69	28710256.51	19163753.51	16791509.86	26619523.41	18096435.69	16369134.24	23837884.91	15933622.4	18286399.48	16606605.31	24436111.22	21892158.61	25947901.06	19054423.46	26577969.4	25546047.44	18980612.96	24767519.26	25394534.58	20040657.66	19425058.79	25614767.46	20511293.72	22080901.93	25008762.59	25788691.9	19457141.74	25012154.1	24367612.01	19323460.39	24062615.25	19427297.5	25013021.06	24041412.52	20600336.16	21986618.18	19890052.11	25455121.38	24785895.71	19968010.17	24378184.87	24154547.27	24125933.04	25148767.65	20620585.58	23104775.6	21101339.69	21832010.91	25330897.65	20514556.22	24672640.76	24331846.76	20205722.12	20013720.93	21008322.63	24527129.51	22541943.68	22093039.02	20845633.75	23622983.47	24983632.7	24384113.4	20616919.41	24406307.98	20520726.36	21325559.66	23861196.18	22367562.62	20853586.45	21657075.21	23200726.64	21814215.52	21067715.86	24241769.26	24303617.05	24439284.38	21398592.71	23137609.14	22121217.9	22156497.44	21460999.44	22209039.9	22066885.93	21440206.73	23874869.23	20792608.15	20867005.65	23773286.79	22499506.89	21792691.47	20820736.24	21481269.84	21539966.87	20940642.31	21426403.51	23239789.81	23908196.41	20926454.29	23758962.54	22150681.11	21594243.36	21865177.06	21561657.19	20965147.65	21506244.63	21397438.02	22728887.56	21598075.43	23916591.68	23790295.41	22587689.94	21548030.62	21266710.16	21301318.33	21596556.12	21545529.88	21117189	22340620.66	22149561.56
HDGF	406450000	278320000	187956000	57128000	326740000	116930000	231320000	160202000	212916600	273900000	154990000	243480000	234250751.6	238899133.1	182725377	256478305.7	187167685	142814742.4	169533743.4	137089268.9	194000420.3	198129703.3	185622205.7	177728067.3	147834286.8	168318610.2	219514533.3	217803811.9	195321515.8	179216984.3	185833092.5	211346363.3	160342969.8	168846313.8	164600822.6	186826010.7	178246937.5	209512165.9	161374226.5	182189665.4	176373959	167278328.6	186333018.4	212416471.2	171075591.1	167006701.2	185078692	171905452.7	194770339.5	212281114.5	185921374.4	171329787.2	174721552	184852226.4	192233855.2	207965525.5	171431766.4	185506250.7	180919086	190834007.9	185860978.5	194997004.5	183654009.6	172685799.3	179477705.5	176884516.1	185346400.9	206383289.6	184461277.2	175177935.2	180571223.6	175768977.5	180001044.3	182333163.8	182111663.5	178081601.8	173972252.4	179874625.3	192558115.5	193709528	181344883.5	177569438.7	177044168.4	176531847.2	174682281.9	172599099.4	176410236.4	176535846.5	178375567.4	185223003	173831853.3	185057737.9	176602936.8	173393358.4	173385997.3	174728634.3	174981517.9	176730948.3	173084310.6	174799690.2	179825802.3	184437312.4	184383725.7	181721630.9	176557704.6	173386054.7	174721400.1	173644194.6	175143083.1	177056340	175158233.3	178484419.5	178114693.7	173597580	176206558.3	178731538.2	176783778.7	174974582.1	174727758.7	175158493.8	175585353.1	175586014.9	177029652.8	174100234.4	178250604.1	176378605.4	176315313.4	175757974.6	175634628.6	174086280.1	174272090.5	174271502.7	173848539	175291520	176788074	178030724.6	175782871.2	173987828.7	174482334.1	174052351
HDGFL2	3495140	3411416.95	3724505.916	823399.8179	8092600	2726694.144	3844000	6735647.45	6204060	243728.6789	132629.3848	2011422.052	2784886.353	2857691.02	3210318.96	5491065.48	3651119.084	2732648.273	3652594.792	3352888.793	4512304.511	2495532.751	3381905.228	3334230.667	2567341.266	3825936.793	4851694.254	4495362.94	3639601.916	3672747.561	3083172.893	3952549.369	4846139.706	3776852.407	2964225.009	3684801.316	4197811.556	3998987.755	3356556.328	3865121.759	3063901.112	3621138.06	3914978.535	3959409.036	4155416.45	3922516.977	3848132.932	3655897.284	3352399.129	3800063.703	3679047.261	3981673.291	3753098.773	3500215.522	3256247.309	3408631.853	3449024.391	3294594.673	3413728.975	3528249.313	3677474.641	3358164.816	3541726.625	3472478.272	3500358.872	3495333.943	3407447.082	3297729.317	3412360.664	3379303.139	3376391.282	3412709.021	3584866.471	3453492.157	3341659.47	3301214.95	3278726.155	3361653.271	3384611.089	3390913.322	3310772.511	3281034.932	3314476.356	3450753.462	3412020.064	3394023.821	3323936.156	3306445.26	3367139.22	3308101.604	3291701.128	3365608.892	3316076.844	3320100.397	3423291.975	3327182.623	3306848.987	3359125.865	3307244.348	3350624.024	3349574.717	3307522.046	3365190.196	3341531.932	3296499.75	3395706.007	3389597.448	3314719.856	3346851.432	3346935.59	3338905.477	3296965.88	3337978.647	3353966.193	3320462.234	3342041.82	3396604.221	3304354.354	3373175.221	3331058.341	3299278.714	3307225.357	3341200.702	3340614.777	3315920.35	3333564.623	3321906.199	3355058.871	3393172.724	3370458.709	3344284.203	3334268.394	3310676.197	3336764.613	3303628.768	3327741.59	3320873.047	3315015.965	3336594.731	3341794.363
HDGFL3	25572800	24830000	6206800	11234852.79	63816000	17139100	23756000	70740000	44811900	19868200	10244000	17020200	22144003.42	35016171.15	17211655.89	41155802.02	32835393.33	21171803.2	41166528.11	37683945.08	26512497.52	24978977.36	23773709.97	26785486.67	29374888.03	27269157.47	45316712.12	30579791.79	34220132.65	42953457.08	27107808.29	34909012.78	25620194.33	25338411.61	27180370.37	26844045.25	26432302.73	42431036.46	39595341	28876629.48	34060622.8	41385952.64	33718788.01	35387823.65	26591898.37	28158336.04	26692745.18	26775318.37	42370889.18	29534353.84	37474085.14	32149536.2	34390566.14	34870613.22	29014469.67	36171704.37	29099287.87	29025922.12	27668173.42	43182569.02	40683462.53	35997091.46	33509970.59	30510967.49	28785001	34168482.17	35558304.06	35580308.85	28685264.92	29970711.01	44146756	31349977.73	33571952.83	31436898.79	31982391.3	30749340.93	34429566.41	30505821.79	29155823.07	36029140.06	30505731.07	43412198.14	42205812.68	31785186.09	31724717.55	30160274.03	30854175	33315522.61	33600863.25	31071203.85	36609522.92	35335144.65	42778241.61	31216937.82	40444014	30193545.74	31698150.75	30843736.26	32618263.84	30467118.69	32714291.14	35747996.14	31538353.26	37719443.69	41909220.64	39685098.63	40795540.54	32145474.89	31509216.13	32437167.63	32829917.65	32945324.2	33751921.32	34954705.43	36963080.69	35025514.8	33095979.26	32001308.42	39550343.65	31609225.48	31906220.53	31378687.94	31104563.78	31796692.53	32199384.53	33014597.64	32959728.14	32966953.84	32147163.93	38610013.29	39060167.26	31476662.55	31709450.13	31460008.03	31880058.42	31595748.44	32011230.64	31256837.4	31209591.21	32022207.33
HDHD2	18831780	21870000	45390000	9978200	54478000	10746450	56126000	27828000	42576300	27168000	16560000	32666000	26078962.98	40430360.18	33739477.28	39463865.43	36074089.3	37925702.31	34797512.06	23248194.23	23670944.76	26893991.39	29884084.06	23234188.64	31792686.84	29393694.32	28593176.59	26470577.75	25053478.74	26393904.05	34919306.59	24165296.38	26978803.92	26843517.21	30591265.15	32689862.94	26768094.75	25234457.18	26577604.93	25926530.24	25885284.38	33102953.6	35534549.6	27844138.41	25229861.31	28845328.39	27277651.8	31145472.15	26880712.68	26721521.2	26056311.36	25459248.61	32636466.13	27986574.08	33290420.17	28354110.38	29401984.71	27417622.78	29744796.17	30207290.49	26172802.4	26681430.35	26624012.62	33213643.54	30798463.66	31523953.18	31236779.54	27422019.55	28373917.47	28745487.23	26914053.87	30492561.04	27022736.06	26578493.27	33111483.26	29024892.77	27366981.51	26938087.44	30469356.05	27654781.45	27086352.19	28550802.78	30320211.87	30254643.28	27270369.04	33364341.7	30993908.61	28612200.92	27402023.91	30509216.95	29831760.11	27616543.71	28518743.89	28839448.73	27154431.98	30073827.42	33214613.24	29553897.01	29589360.33	28441886.83	30351005.21	27952032.8	29496434.47	28204924.8	27632104.62	28999470.6	30249746.28	30498419.92	31047432.59	27455763.75	28568096.47	29340078.54	29846978.85	29013637.43	28774293.19	28066833.96	28866318.13	28760914.38	27769908.08	28072336.71	31119568.54	28669915.01	28338682.08	28079876.43	28410405.62	27823075.03	28293089.71	28390684.99	27702850.67	28589270.15	27908315.77	30655427.14	30080934.66	27980932.14	27910976.83	27984617.37	28243849.26	28130820.28	27761806.87	28352747.93
HDHD3	59800400	13230000	23738000	10480600	11981600	3215630	16275200	12140200	32421600	62914000	119282.4396	15086000	46487470.91	25891082.46	19010708.57	13574421.17	15938327.82	18265568.14	15408452.21	19387667.16	33195664.81	46070161.18	23583317.81	39873966.49	31133275.65	19701572.39	23455180.8	20584143.23	20631902.62	21242027.36	22459364.29	32416506.9	31914508.31	41916987.87	36382174.96	29297661.63	32231473.12	24862341.65	24078550.68	21328888.54	21892447.94	22514541.04	31283332.09	22059748.46	31571639.6	27326248.65	28996272.42	24996303.86	29492745.99	23057795.09	25039342.44	22907154.29	22976525.81	31134960.38	31752139.86	32208146.93	27111503.37	24610616.11	26969355.01	27533623.77	29547074.39	25199160.96	25381762.62	23352790.02	31442937.88	24027196.26	23875375.15	28522817.14	26002012.27	25896108.15	24135334.58	25592463.62	27954891.69	23849139.91	25697978.67	31786205.82	31218250.53	24050637.56	28548205.37	26480395.88	24097005.47	25753182.18	25471010.83	26393865.24	28165313.77	25956703.09	30217590.45	24767297.51	31373410.04	28783898.63	26404113.98	26742417.61	26041110.75	24684913.54	25328598.55	26186906.65	26642521.81	28717566.98	29950452.02	31161323.81	27210784.78	27026696.23	25008546.71	25374834.33	26036468.24	25336871.99	25557567.74	25162896.24	26786545.17	25963421.8	25952616.86	28703192.31	24972014.93	26807704.77	25173546.19	25472077.47	25515743.7	25042822.55	25218668.68	26450962.47	25663967.57	24858451.73	27598311.09	28601274.74	26735877.93	26549031.82	25226374.24	24973859.78	25403455.9	25110046.87	26167847.34	25731955.06	25756438.25	27696837.91	25980389.3	26850251.53	25185417.19	26322592.34	25262033.86	25440932.1
HDHD5	4522104.757	5898381.199	3375751.156	8120211.229	6987000	2798730	6592471.589	8283416.44	5434020	8859600	4297701.183	8435000	5970180.084	6624734.687	5617502.326	3970023.756	4388032.492	4246601.914	4381914.332	5710045.707	6104597.395	6083446.923	5974830.743	4233500.312	4442381.607	5224477.555	5717139.218	4548685.079	4287036.356	4285794.836	5483125.686	4592387.245	4231316.178	4319422.678	5955333.393	4472634.63	5051652.539	4783354.714	5472113.64	4595267.167	4341401.442	5537519.839	5259437.393	4750483.62	4485725.661	6035486.053	5917840.5	5045704.372	4747048.008	5172983.61	5374847.907	4769059.101	5716195.269	4820726.119	5056747.913	4821805.03	6111537.117	4706609.394	5463129.343	4904430.376	5036687.949	4819598.565	5226779.766	5577741.259	5540875.096	4895203.056	4897700.705	5955994.978	6090159.973	5462111.301	5275099.069	4856525.983	4943195.056	5136260.071	5085543.575	4776127.344	5385418.992	4750629.305	5806459.024	4895724.681	5391286.191	4958002.621	5191844.723	4864983.253	4972411.251	4832333.84	5091623.667	5395054.665	5427477.726	5855648.521	5722286.566	5317120.389	5260229.923	5065446.747	5160954.363	4944961.101	4978729.804	5099385.915	5146173.468	4878230.153	5274302.584	4983732.494	5256844.731	4912502.208	5050942.196	4953521.421	5074908.397	4894702.217	4981902.453	4909140.664	5130722.085	5261264.435	5159299.147	5144412.142	5218038.773	5015130.035	4975304.507	5000103.143	5059951.356	4968459.48	4954747.863	5104168.534	5014946.059	4987430.083	4901174.218	4960032.851	5089899.576	4928413.828	4913698.138	4948939.866	4981044.053	4903962.1	5039775.195	4980700.222	4919659.68	4978603.276	4951840.425	5023277.951	5055838.331	4910229.863
HDLBP	59747600	96374000	48992000	18292699.66	19776400	32530300	1782680	5130800	36622800	24978000	29234534.41	23238000	57067822.01	63487240.21	35675694.08	22091202.95	41080519.96	51235305.81	25821133.53	35233781.01	25860111.87	26964569.32	27931309.12	51489613.82	30444105.79	32984810.06	40175905.83	46083858.6	37927519.49	53537068.28	38382685.12	38647339.17	30671055.41	30566806.02	53186806.29	51347100.73	33426896.15	38145954.61	37052051.93	39451923.2	47109043.14	47034595.92	32505686.59	40223470.42	32532715.83	55050781.65	34762227.88	50881868.08	38054061.23	34525212.34	35853059.24	41157363.46	33721943.62	48177809.29	41635739.32	41749032.28	56713680.68	54879219.21	51060111.01	48041489.74	38956329.79	36813177.42	40811052.12	43026362.09	50162988	42471588.66	36141934.41	50994979.66	38084862.33	40096095.04	39350167.32	45459220.88	38643396.91	40527477.03	38798938.11	43749790.8	44398468.31	43136610.48	51741152.48	49986235.71	39248728.67	38008253.52	43380476.55	44160849.04	39310246.6	39176870.78	42419284.35	38174015.1	38794566.91	46151428.5	39397410.07	48399284.2	39018965.24	43164051.06	38629352.29	42707796.26	38041097.12	41151509.63	42187451.72	38605615.42	45348131.34	44818127.33	47132200.07	47598040.35	42453003.61	42882092.92	42468618.94	43094989.75	41581913.87	39535979.05	42091291.26	45284238.89	39131928.56	40920687.38	39092754.01	43776000.84	39104407.58	39092459.62	39308860.55	40200829.08	40746297.26	41272582.85	41931163.89	44916484.81	40602549.3	40656033.64	43525855	43551076.68	38927928.56	39132474.13	39809706.44	39470014.9	39454964.73	39591217.12	41922872.06	43273599.59	39044868.86	41861596.05	39037792.41	43635899.94
HEBP1	156420000	157988000	103886000	154754000	165394000	164912000	193806000	168426000	184150800	366540000	150510000	153394000	148912625.3	178558970.1	119354529	100936128.3	163171630.2	152919921.2	115538311.8	119525205.7	219382659.2	217810986.7	116147762.3	137346540.8	135473441.7	116814996.2	134930305.5	179429567.5	129668473	157151879.3	125003218.6	221002384.8	125837151.9	225976327.5	148501979.7	129781979	146619356.5	146580501.6	173441174.6	179844011.4	158810352.6	164145932.4	228761885.6	230160486	237297280.1	216857762.6	159787642.9	158303316.7	141855573.2	168678183.6	148757561.7	163513928.8	148220343.9	207601386.8	145580627.5	151344250	164774416.9	201763605.1	147161780.7	162150355.6	172799352.7	166337077.9	161494124.3	162265569.4	206591991.6	210145259.3	154827832.8	162580400.9	186336926	204485634.9	165652413.3	161523941.6	157485122.4	155954325.2	151948262.2	195513524.1	155323613.2	207133916.8	160278257.8	176380347.8	171069489.3	191978058.6	157746885.7	157706973.5	155247032.9	157740307.9	197346090.2	194471487.1	206548585.8	202176076.9	171943128	161328842	176984280.1	190531705.5	156704607.3	159125055.6	159184014.6	196322224.6	159995187.2	169226718.8	161642900.4	187546631.6	168224371.3	173368574.1	171411095.1	191819789.9	160732264.5	158393396	195473194	195002737	168237478.1	166672931.4	185060557.8	178708322.3	164699758.9	161557767.1	180025858.3	190879120.9	162393918.4	197154501.3	160854159.6	187152848.8	162171524.8	179007323.8	167120220.9	174827366.1	164071974.1	179422812.9	171952267.1	189668339.7	196162838.8	197967943.6	188241295.4	187121663.4	179162567.3	174338580.1	170246028	173350530.9	178023916	170254060.1
