Protein_ID 	BC.1	BC.2	BC.3	BC.4	BC.5	BC.6	BC.7	BC.8	BC.9	BC.10	BC.11	BC.12	BC.13	BC.14	BC.15	BC.16	BC.17	BC.18	BC.19	BC.20	BC.21	BC.22	BC.23	BC.24	BC.25	BC.26	BC.27	BC.28	BC.29	BC.30	BC.31	BC.32	BC.33	BC.34	BC.35	BC.36	BC.37	BC.38	BC.39	BC.40	BC.41	BC.42	BC.43	BC.44	BC.45	BC.46	BC.47	BC.48	BC.49	BC.50	BC.51	BC.52	BC.53	BC.54	BC.55	BC.56	BC.57	BC.58	BC.59	BC.60	BC.61	BC.62	BC.63	BC.64	BC.65	BC.66	BC.67	BC.68	BC.69	BC.70	BC.71	BC.72	BC.73	BC.74	BC.75	BC.76	BC.77	BC.78	BC.79	BC.80	BC.81	BC.82	BC.83	BC.84	BC.85	BC.86	BC.87	BC.88	BC.89	BC.90	BC.91	BC.92	BC.93	BC.94	BC.95	BC.96	BC.97	BC.98	BC.99	BC.100	BC.101	BC.102	BC.103	BC.104	BC.105	BC.106	BC.107	BC.108	BC.109	BC.110	BC.111	BC.112	BC.113	BC.114	BC.115	BC.116	BC.117	BC.118	BC.119	BC.120	BC.121	BC.122	BC.123	BC.124	BC.125	BC.126	BC.127	BC.128	BC.129	BC.130	BC.131	BC.132	BC.133	BC.134	BC.135	BC.136	BC.137	BC.138	BC.139	BC.140
CRIP2	123611400	290820000	27650000	206980000	363560000	53978100	60976000	334500000	137943000	316420000	152480000	215020000	276403377.3	350241333.3	200973154.4	195575818.3	254887946.9	148568356.1	267779747.7	254375743.4	251143747.2	231094696.4	184120607.4	230969089	206633765.1	191898539.7	166025619	220140311.7	269266067	285824056.7	183990384.7	174250763.6	191168818.5	218701402.5	219957387.6	198782756.7	189858640.2	201394584	230317223.7	226715840.8	195376220.3	281055753.9	191386316.1	198791252.3	209790283.4	184125519.1	204071469.4	192271478.6	195069225.3	212691347.9	187948544.5	215757396.8	270699996.9	276306493	195702538.2	199431268.1	214293413.1	209024857.4	201222794.2	192420549.7	207291555.1	214701122.4	218166249.7	245741406.4	197263781.5	272347492.5	196693541.1	207882608.6	198507580.6	201117443.7	202229083.3	208421819.1	201166923.2	197323983.9	221480839.8	242750975.4	269994927.2	271540278.2	208045318.2	206372912.1	199724935.2	198258932.3	203353585.1	204490356.2	201164767.7	221523894.9	218918069	225136368.6	199747358.7	261714330	200597276.9	205591225.6	200481512.4	204125925.6	200222242.6	202423025.9	219491206.4	201947792.6	205586856.6	224820377.5	261652230.5	261415844.5	205891928	206056177.2	204640009.3	204933987.7	203267915.3	218155880.3	218789152.9	205045751.4	220673291.1	238444897.2	202178286.7	257467908.1	202595293.7	203848640.6	202738659.5	204113266.1	217349278.2	203219694.5	216335100.9	218332820.5	220604982	239244470.1	258559955.3	258585263.3	205401493.7	205267996.7	205541294	217413355.1	218408742.8	217502424.3	206484096.9	206773559.2	223157842.6	223971909.3	204823758.1	257982403.5	205317521.4	205458282.1
CRISP3	3708980	5574279.017	3869654.687	1739754.598	755330.4885	292797.6121	885563.0311	295683.8392	1121692.026	394886.2292	156873.2667	113024.1076	2809366.85	2563038.765	1982211.927	1480468.928	1130506.371	1202180.3	1330329.765	1318512.259	1282291.576	1193680.187	1102007.824	2897433.59	1320938.586	1436807.542	1675551.965	1542353.655	1276564.153	1335510.98	1223450.823	1248235.156	1301757.899	1307503.866	3013955.644	2846319.009	1429486.351	1555493.015	1456230.063	1592236.15	1392038.571	1446589.436	1361981.863	1391296.565	1344736.281	3045567.846	1543851.556	2796612.53	1535305.593	1511133.194	1549861.851	1616719.752	1474923.276	1506009.089	1452283.151	1470061.643	3125166.332	2955886.622	2732826.049	2762602.433	1546491.105	1561443.561	1590197.58	1666197.157	1557702.256	1580820.529	1545687.193	3183276.85	1721793.68	1778027.432	1587930.104	2774683.027	1590415.963	1604422.303	1652056.548	1685564.992	1601616.075	1613931.311	3216839.949	3061458.967	1674479.783	1809037.324	2808012.732	2819822.439	1663661.47	1697454.086	1683882.263	1734707.758	1664028.149	3254758.1	1825042.506	3058346.451	1821002.372	2686865.814	1710328.641	2854802.896	1744479.217	1724606.749	1761998.982	1782366.347	3303125.362	3157857.412	2975465.575	2991476.757	2631896.022	2750813.999	2927966.081	2904508.991	1824339.82	1842041.836	1825356.964	3325930.362	1964019.37	2002428.444	1837647.94	2181356.297	1943793.91	2003044.075	1850850.596	2907758.549	1854294.034	1853423.149	3337450.15	3210984.307	1898467.112	2025145.586	2205381.794	2101941.535	1925485.603	2018887.981	2924774.539	2929396.726	1884785.07	3367946.056	2021461.533	3208448.045	2032261.8	2086743.849	2011254.278	2085013.812
CRK	78612600	85232000	38598000	99234000	65534000	45518000	84190000	92178000	65955600	77558000	41827000	51400000	62751563.51	88196751.46	67464339.39	56017534.98	48833662.36	41442308.56	44761031.24	62638239.28	56411292.69	60609170.56	48342240.88	59898223.22	61399575.01	53781157.36	56894785.75	53055807.88	53519857.35	49702099.48	64371210.99	53297631.36	51463155.73	59659414.36	59309261.37	49584800.49	55743571.45	51444684.34	52251972.09	48975478.61	52340788.67	63285256.55	60038991.71	51057411.59	57460888.19	49796920.81	59178841.7	55820053.68	54088478.57	50684611.1	53169962.98	53323023.89	60966900.61	53475195.59	59270628.08	56855824.54	58230664.47	60083071.89	54221697.52	52651412.72	54352565.16	53489850.12	51197645.71	58690890.29	58658155.64	57077138.83	53784320.26	52780398.12	53278184.16	57313996.85	53106641.9	53259625.91	52444815.89	53886122.95	59118139.82	51757539.1	53306252.13	55038586.09	52791905.7	52298477.33	55842726.75	56064093.06	52061031.75	52724700.85	53360898.23	57168563.93	59357986.42	53630702.47	53831922.74	54365733.2	52637444.56	55693687.51	52409329.21	56193404.08	52896598.08	52876112.22	56054208.04	54475218.53	58035421.81	52567208.9	52901811.37	54101574.58	55446473.36	55704260.36	56235557.98	55784327.23	52539109.36	55696910.46	54127231.43	56122930.84	58063306.83	52978959.01	53847107.42	54002860.12	52927545.85	53203298.03	53127811.4	55925654.83	55865740.53	54304154.14	54743255.53	54704425.11	57864302.34	53689438.52	52984044.11	53904851.57	53113823.85	52915729.55	55638676.37	52922435.67	54424568.8	53314004.11	52917059.71	56038398.17	57076966.66	53638421.68	53859021.62	53735962.93	53148761.7	55675039.07
CRKL	55895400	60798000	48112000	38134000	65564000	25405600	69036000	42894000	47309400	70550000	15762000	38788000	43843500.93	46445998.89	30063072.04	39121669.76	35949860.06	38255622.21	40539180.73	32081126.07	46105378.74	56591754.19	41955940.69	40778503.94	33088295.03	32323623.24	40515946.02	34964660.14	34211892.18	34269197.03	40519813.11	46358848.83	43259232.5	47726436.42	34698526.69	41244938.79	34533019.62	41981336.3	39555888.52	34899710.5	34223066.69	40417774.81	40155020.13	37551391.18	38989425.53	47649400.37	41451120.56	41755911.37	42632142.27	37761278.62	40040518.69	36152281.45	41683358.99	35868286.04	38214026.5	37095770.1	44343391.04	42033623.55	36247002.24	36823608.14	40832845.45	38321071.22	39966831.09	41671388.28	42041808.17	38661937.33	37469995.22	43616049.11	38784779.5	42295107.21	37167758.6	40608510.65	39166732.23	38335125.22	38416162.95	37104752.83	40119078.19	37975043.32	42944437.33	41707449.84	40446899.84	42107257.05	40483190.19	38525670.8	37932663.69	37191877.91	38423192.78	40141181.16	39305145	42154593.54	38477403.27	38514558.75	38928067.95	38909630.5	39260360.77	37916453.65	38070409.64	38568575.46	39067813.77	38203214.65	40224987.85	41080941.13	37476957.68	37853672.09	37462576.43	37795044.81	38791530.64	37614139.21	37959774.63	37965417.33	38335316.84	39500279.74	38352511.73	41108116.15	37912461.49	37930118.42	37874862.74	38541721.65	38731072.31	37909210.16	37572097.78	37936401.16	38734496.72	38726772.78	40343865.87	40805960.21	37653325.21	37691062.98	38303097.99	37830759.09	38464727.25	37986251.08	38015996.06	38452527.2	37668111.62	39277537.79	38134429.69	40828342.85	37736291.19	38310859.85
CROCC	35567400	53530000	66054000	11338000	50948000	25569500	29950000	23442000	129346200	31480000	9692700	55324000	47546670.05	42265514.23	49720297.92	43991160.87	27652975.08	33825091.88	29268537.23	62370797.17	60161052.62	40420413.5	52837582.13	35049694.83	34702843.45	52866190.11	37880628.91	48701866.13	39119305.57	37716574.17	66414167.69	36589464.33	54189415.2	47464143.32	53200075.28	36267263.27	54093394.83	51406507.95	47636542.92	46675332.24	38735067.96	66064140.59	67874531.2	56343372.64	45868694.49	45028804.04	56350380.11	57603969.44	42836104.15	43974016.2	41240661.54	48238561.68	67780070.29	42777028.81	52531323.6	51684498.83	42236759.87	52733179.42	42860393.28	56395915.21	43012094.33	44626190.93	48934823.56	61589507.65	67356380.21	52492292.89	43732616.07	52346168.59	53533788.14	53062275.1	56866052.59	56904990.5	45321153.84	48037800.31	56442077.91	49722994.01	58896090.36	52984718.03	52950898.7	45633997.24	44932736.11	48270821.36	44552369.62	56097736.55	47368450.34	53088041.11	51500572.8	54031814.8	50874331.73	45063198.17	52346656.67	45811421.2	48455868.06	48872127.37	56738601.8	54044049.61	51125285.4	47052127.2	48012099.88	48663908.58	51349134.65	52878994.49	52202179.05	48374838.58	46172078.64	53626257.47	48528548.11	48777942.39	49959362.55	46883545.05	46584108.22	48623397.47	47492006.82	46652500.83	49808963.19	48217663.39	53488072.38	51195312.82	46390199.11	47324320.62	49228563.48	46477602.5	48219909.51	47328590.24	47045829.87	49369501.97	47829391.08	51521029.62	48584555.88	51114682.78	47280653.46	48257905.28	49119049.85	48131079.44	47293094.21	46691137.57	48734128.63	47967528.22	50130216.53	49401609.74
CRP	45152937.12	6526800	12529979.1	8503262.102	1412512.71	101504.1971	27986000	810461.9854	21570300	46568000	1677017.687	26717906.13	37762410.28	18365412.49	11469777.12	13136016.55	10426208.07	23749066.38	24208377.65	18919520.86	27009943.09	34888763	25983969.86	25823876.96	27431557.5	15791308.48	16713479.74	17818760.83	28528591.51	16124451.72	20969308.33	23941480.41	23982705.74	25247429.04	16764635.57	18216797.07	28294024.98	17890547.03	18097924.77	27730813.45	29692871.14	22436125.87	20678796.02	17816969.18	19041404.26	26287578.19	19441355.98	28097318.01	28633512.81	18649727.2	28079386.9	20597434.68	25929855.27	20567358.47	21704399.17	20119040.13	26162644.94	25889817.35	27817597.39	19844540.25	29301068.95	28910609.28	27114995.15	25084223.1	25197619.7	21054662.76	21520209.32	26002116.22	20320216.31	21979122.51	28051940.55	29647706.54	20712979.4	22123482.34	22382905.79	20492607.04	24523659.97	20900053.66	24922383.16	26179107.92	22227138.85	26661530.06	22258537.72	29616723.66	22198866.52	21064380.97	22698273.09	24860754.12	24499115.85	24938552.78	22217641.24	24926695.07	25452074.42	25468356.1	28470391.5	28607515.46	22401414.27	22912516.22	23457777.96	21678778.13	21760193.28	24046018.36	24060836.92	21903463.55	21399417.66	24385326.07	21548736.11	27618994.09	21981459.57	22020308.24	23259003.53	21577445.65	23782582.8	21531804.54	23674489.6	22039921.56	24526129.74	24402331.16	27660039.17	27278324.84	21726619.13	22926786.68	23379802.87	23917052.85	23980477.88	23890390.37	23399279.24	24263789.48	21920803.71	25055672.41	22204738.47	27377642.95	23068164	22330036.25	22417650.9	21947805.49	21974934.35	22376615.47	22753573.53	24238268.16
CRYAB	32953800	204820000	200460000	846720000	576200000	469711000	399380000	1021920000	587439000	564800000	174880000	576400000	498940125.8	381151817.4	575206928	408878925.1	420982676.9	517563851	614142743.3	612645371.1	398754873.3	531972014.5	546633835.2	399029279.9	434979183.7	680700380.1	538272889.4	390208933.6	475118633.6	478446735.8	386584512.8	599025939.3	525036663	410518224.6	543892190.3	436454810.6	647224713.4	550572118.6	559956677.5	500598931.9	421140077.2	509755370.6	632521771.8	499010118.1	541220855.9	562621235.8	539584085.3	645202508.1	535476241.7	450180707.1	500341585.4	521606571	532291065.7	568114158.7	581132864.8	492259432.3	472202838.1	474215053.6	557193519	563091504	540489544.6	506753174.9	478666328.9	468423377.3	493728921.2	471475658.4	547527638.6	480037268.8	462287840.2	543283252.1	467388178.8	484175223.3	495623550.1	490436167.9	472971825.8	488170990.6	485451677.5	539539397.7	531952813.6	483066180.3	546534032.1	542433635.8	484251157.3	479114692.9	472990038	485328025.9	483265922.5	470960773.7	522360082.5	476466673.2	517851018.1	532969451.6	474291864.5	528418036.6	475990985.4	477033244	483310375.5	473161686.7	483425774.1	522644228.1	517652322.3	513597647.5	487737465.4	531443399.4	527456192.7	526272558.5	475382361	480626974.7	484556653.6	484765159.3	513812836.1	479939607	479046946.6	500888335.9	518960931.9	479622255.9	476853055.9	526569735.4	481355424.8	480084562.4	476396136.5	505237030.7	510300679	477595502.2	498551430.1	494957367.7	516366881.4	480107158.4	527076272.6	522959303.8	479363658.3	481790923	506971334.1	483410936.9	511090254	499583265.3	482375487.6	500217172.8	515222523.9	526192775.9
CRYBG1	41729600	2357631.858	1033020	135669.5076	1069954.895	488301	1225172.779	1000052.302	13603140	567722.4611	95762.24971	849490.2816	30260949.58	6623225.773	4249160.929	4297539.896	3950661.166	4033626.969	3986881.78	8418418.752	8861494.045	4569531.583	4721141.973	24109880.86	20942032.8	5980209.655	5868662.776	6168954.28	5917429.957	5884070.21	10270421	6424911.245	10287645.39	6277351.989	25518943.24	9852012.296	21733986.51	7288081.121	7479761.266	7438693.766	7226817.35	11580621.22	11144218.62	11250872.06	11486222.17	26806633.36	23650274.91	20198652.09	23010129.23	9050715.719	8903936.719	9075550.833	13221553.68	9386298.784	9064631.252	9195267.011	24284533.65	12389256.68	12738942.24	12157297.49	23352094.91	9768300.674	9795503.25	13772615.22	13526650.03	10072065.83	9885907.887	24846485.73	21874402	10501203.67	10738158.54	21359501.22	23903985.9	10533471.12	14483748.85	10805629.46	14017485.54	10793923.34	25570732.69	13771609.69	22209878	11214042.26	21601321.78	13652429.35	24508753.88	15245813.83	15019590.35	14595603	14643808.67	26233272.29	23419777.61	20188579.88	22837871.2	22347545.83	20019665.1	23010766.28	21530472.23	12589248.14	12789320.53	12417821.46	23959563.63	15298339.21	15743626.66	15193090.01	13059598.59	14901823.2	15587005.77	14104152.03	21578790.43	12919666.63	13092912.24	24266499.98	21489037.23	13349746.59	13458901.99	15046643.55	14773769.63	13632472.65	14435950.84	20440194.79	21686971.84	13272655.04	24274419.3	15969133.92	21353362.73	13388340.31	14867793.08	13565427	14435982.16	14107010.27	19313957.89	14602323.57	21779310.4	24430019.81	21815647.21	18956108.75	21576494.75	15149062.21	14982696.7	14560254.92
CRYL1	23001000	36576000	15052800	15460200	28760000	22421300	50516000	21340000	40208400	37450000	13253000	10723400	31786464.36	37083167.78	14932899.18	21392678.1	21161398.79	20386514.77	30370351.14	20772137.76	20594239	29042260.31	18758494.16	33377959.01	21739374.52	28138694.91	25185771.85	19196522.3	19748387.14	28984057.93	28931232.54	19820536.2	28096219.46	30187962.01	34826128.31	32262942.86	27346975.59	24073531.4	27187567.8	21903752.58	30601356.7	21643770.13	30702900.27	30079761.13	24083905.75	26676811.6	24702661.58	27109978.09	25569872.27	25477268.47	27709329.33	31226720.25	31653967.09	31924518.91	23656291.08	29040336.07	25744456.74	25171189.76	25638394.01	24811984.68	23390151.34	25531126.14	26852458.07	23818144.98	23668125.8	31669962.79	28911058.28	26903250.14	24229107.2	24131352.52	24497232.16	25104295.38	25843185.08	25052870.1	26783707.78	23939870.89	31793663.92	26654649.71	25938924.66	26630674.02	24087712.98	24357044.71	24602690.4	24741830.68	24802052.51	25751872.63	26884998.58	31927640.81	29302111.68	24936563.34	24920540.36	26779353.18	24533365.19	24512575.11	24408683.02	24331229.16	25221454.92	25414552.39	29335632.16	26969453.63	28735729.23	24429426.43	26272373.65	26677594.91	24473993.4	24557293.39	24531835.29	25345330.91	24656445.62	28386198.8	26866944.73	26288358.08	28844156.56	26418908.89	24997349.47	26799252.98	24697948.39	24640818.44	25429071.85	25311297.38	28357906.68	26178231.14	25250016.96	27231932.25	27121993.5	26137706.62	26529333.44	26842922.13	24815164.26	25546730.46	24882315.15	27812048.52	26968195.95	25733122.65	26793751.18	24936455.16	25811611.85	25226136.15	25150936	26867360.84
CRYM	82526400	48612000	46134000	18856800	33422000	41795600	43442000	25818000	28579500	90234000	31502000	18222600	52835839.12	36409106.7	36760839.01	31314077.37	45771642.18	42013698.03	35454866.67	29430655.27	61754858.28	58233234.14	36841755.16	56603327.86	42529917.7	44504908.28	37943881.72	47156415.18	36973137.58	39903608.23	39587617	66081934.88	38289490.22	56266058.9	55265317.09	50141768.19	38434277.95	43073691.36	45897858.13	47104819.51	40106595.55	37563590.76	63749443.21	65663712.53	56479486.72	39903137.63	44047700.47	50740652.12	43916482.65	42195917.32	40635195.59	46450123.41	42129486.23	65820312.77	42033655.09	49338415.58	56894544.98	44753570.2	47373417.87	47618074.45	42628207.16	42496569.29	46775948.91	45373957.88	64811659.49	65271961.03	49150470.26	49510864.24	54206830.77	44861658.62	42523894.16	47272550.31	42483625.02	46633169.66	43813610.99	61868013.08	43146373.85	58813539.66	43259129.98	47599264.07	52307170.41	45415134.28	47854535.86	47952016.95	47369648.05	46088479.68	61356110.37	62230866.38	59389141.67	59452418.56	48410971.35	48826436.66	51061740.29	46683212.89	44367243.69	44853157.56	45558023.52	59557692.41	45320611.19	47296415.51	44546385.17	55525181.08	45007449.59	46831321.34	48996038.95	46975180.48	45166974.14	45390467.37	58691798.05	59057645.4	46925797.84	47717823.51	55971144.04	55607235.36	47005637.43	47362342.71	47237145.27	47041765.12	45472375.96	58552090.4	45727452.61	57496475.33	46256095.86	53723829.2	45900977.1	54141576.87	45964951.6	45736252.43	45807413.27	47182936.71	58705335.41	58550101.8	57591645.09	57151488.85	53462727.68	53873161.74	54348431.69	54344606.21	46455931.7	46300038.66
CRYZ	952116000	886440000	768680000	686660000	958520000	897908000	1683100000	905040000	957231000	1563540000	339510000	1100240000	771841875.1	845706490	550140041.4	647794040.6	857379667.8	565454372	930618262.9	660053523.8	994203026.3	1199322783	995491651.6	667223008.3	682388949.9	648779881.4	733295145.2	848843586.6	938668458.5	1021973440	939546420.9	1011859076	893271505.3	898198628.3	1028631176	724907576.5	743771979.8	795586527.8	828843792.1	806083002.2	801808734.4	802962600.1	794810785.1	842767389.5	731802114.2	857417029.5	1033543574	755146580.4	788489733.8	770989889.5	761158560.7	743118328.4	740080123.7	747099844	787055593.3	850936201.8	867567365.6	920282763.3	1025589879	785254631	769967041.4	762585408.6	770952882	756237207.1	760266194.7	793310219.2	817840469	771544466	807873276.1	861228984.7	997761506	776098849.8	768405220.7	769492179.5	775953455	765462976.7	794531026.7	786446395	808526638.9	799145470.9	816626480	900462004.3	987257171.6	775958777.8	769443698.4	774830802.8	778935136.8	797633288.4	776980189.1	791066639.8	778612900	786815830.7	853360357.4	857221456.8	982648037.6	780088915.9	779028806.4	777801572.9	792437271.7	794581089.4	788220971.9	786727730.7	782599017.2	841020253	778976677.2	900578930.3	978894742.5	779288805.2	779465745	792885469.2	780526640.1	784762253.5	779952164.1	782600850.8	836929590.2	841059940.3	901153476.9	858906370.6	980860190.3	783108552.7	796352811.8	795402823.3	787380909.5	787989821.4	785867209.8	837568451.6	787801243.1	843796951.8	826420002.7	906454212.3	983190138	800192313	787998377.7	795077445.7	787724308.9	789242519.1	838836757	837280104.5	843869237.1	805653324
CS	527802000	340380000	604520000	281800000	482240000	141724000	397840000	304480000	609390000	395760000	114680000	360540000	384026251.6	485595862.4	362454150.8	312071480.2	330395233.5	294799936.6	275293271.7	304530111.9	262563113.5	376607872.8	365386058.6	323548339.3	318670060.1	292389083.5	305537547.9	275344654.3	293270618.5	278409409.7	288789808	302463089	375852320.9	276485275.7	307431235.1	271667157.6	293205363.3	280783147.1	298173589.2	286680835.9	284064230	279945887.6	283485923.1	343519855.9	371165609	304952677.7	310443535.1	296978600.2	288311323.9	293533063.9	287983184.5	279332384.8	280884440.9	280383838.3	336943293	305646637.9	344707491.8	285147047.1	293215794.8	288646355.2	285345273.7	285759015.3	288949449.8	281988020.4	280960817.8	337027370.6	312621533.8	320852845.8	341926862.4	291298359.3	287914319.1	286710319.2	283868827.7	286651188.4	290465297.4	284623889.5	339676756.4	308744176.1	292882547.2	305829445.3	335647358.1	289027937.5	286889166.1	288541163.7	288515860.2	289580342.1	291651991.3	340930591.9	317435907.3	302712512.4	299974022.3	316987310	334112926.7	290133560.8	289669540	288060235.3	289099677.3	290117818.5	337345910.1	312059756.6	303523414.3	291684285.4	305985931.2	306263437.4	333281856.9	290185362.2	291335023.6	290780201.1	290768524.9	336987815.2	315475224.6	298953215.9	302332220.3	304899507.8	291000821.4	317744147.5	334055141.1	292476653.3	291891557.3	291353073.4	337560785.5	313236062.3	308421813.7	295413134.3	294628667.7	305980604.6	318935551.9	308713796.2	334108720.9	293437642.3	293395530.9	339068869	317535939.6	298208357.2	306438715.5	294310863.1	304884101.7	306569972.6	303930657.8	319177364
CSDE1	46948000	18214770.74	12843600	6345118.473	15824000	4492180	23462000	24416000	29413800	12547600	10999112.65	18815200	31855363.34	18946270.67	13386331.21	15093145.66	14478121.65	18522307.57	11776953.6	12639058.5	16010959.71	12385011.84	15554005.69	23645182.65	20914827.51	13408490.45	14388878.38	13360302.83	16811430.83	19652051.38	13993648.96	16531254.24	16890674.22	16543596.04	21558987.14	16429339.63	21281166.85	14958089.98	15032077.7	17481002.96	16956774.98	19843838.55	16857766.94	14738595.14	14734422.11	19410446.78	19633735.5	19465054.61	21037386.27	14917338.21	17293756.03	15417076.29	17789993.88	17943473.63	17131872.48	15055403.67	19727330.79	15356629.38	15305871.43	16712380.84	21286304.35	17643001.04	17181593.15	17707618.69	15525258.2	16185740.63	17462905.86	20089354.87	19856835.82	15600234.95	16956711.83	20143934.69	19276842.88	16144854.9	16215708	17879056.06	16385893.85	17011153.95	18376812.44	16016128.08	20043117.32	17195542.81	19042832.13	16761100.52	19036320.04	16012031.42	17605350.62	17454283.06	16603349.13	17350772.51	18360973.12	20053218.28	18917576.59	17947909.51	18402004.66	18419509.87	19192280.26	17792488.13	16366495.2	17067887.3	16972886.42	17243063.52	17935012.55	17394838.07	17239783.51	16733446.22	16301140.29	17056568.92	17690746.38	17729788.73	17018151.91	16418079.38	16594103.89	17018266.57	16872562	16492139.11	16844758.65	16775054.77	17101841.32	16986938.01	16397087.84	17070004.82	16964273.9	16545104.36	16794662.2	16519597.28	16755472.09	16730664.05	16450503.31	16708126.24	16498756.82	16974580.67	17062116.3	16499989.61	16814217.37	16647710.5	16675052.67	16637870.23	16428512.75	16684043.85
CSE1L	103565000	57878000	57472000	32004000	131460000	46220900	151754000	57726000	129219300	131838000	6866500	72066000	88014657.52	63207771.72	54684015.08	92526945.54	69617948.82	81159710.9	96196714.6	70653132.68	70666934.37	115952680.6	88906946.32	80368012.58	75205976.49	71875068.85	97655020.29	84122673.79	73573619.18	77466851.37	88474664.92	63768870.05	109041248.1	92173528.13	74462191.94	71329263.21	69641525.03	92180592.01	80611408.65	77975098.89	71583003.5	78792541.06	92752614.83	113893748.1	86518010.55	87736463.44	73543085.98	72164553.26	93051044.4	82541140.17	73839650.89	77647128.46	78587496.16	85474060.4	92913641.4	99532627.68	73864196.79	86860497.01	74290366.4	93821688.74	83793211.46	82157089.13	77403424.6	74596750.67	80557640.82	81216604.06	80508730.9	99656964.85	87362312.89	87124494.28	94265260.8	85037503.41	76784433.41	79924387.95	78041636.4	81233274.53	76009780.7	76067248.51	94516685.53	87905484.79	76002335.18	82908218.77	85082292.91	84218782.52	79203918.42	77983655.84	79314435.11	81382975.92	76276308.03	94668922.08	83035680.7	88400279.28	83532396.18	78874843.13	77587407.97	81747850.98	78005487.93	78128584.52	78879925.59	81938946.69	95275960.63	88698691.65	82544101.02	82099468.55	81935945.52	78610185	81495338.72	81116141.04	77531526.27	78160900.03	80475410.61	90780961.43	84140297.88	83775824.85	78119854.65	77842611.54	81006258.87	80594077.09	78112571.66	81321175.1	78395806.08	80086144.19	88096156.42	84515053.32	78292416.86	83586829.55	78252991.37	81141578.45	78414829.07	80487347.78	81233534.56	80974793.02	79761924.21	86094307.18	81725174.8	84393234.4	83510765.84	83588836.18	81182236.47	81041179.71
CSK	27051200	12470200	95384000	3211630.969	9609600	1272040	5323000	5382000	1654730.295	328663.2758	258819.8393	145465.9421	19106594.81	72899924.16	56190447.42	16375656.26	17025008.78	15096320.17	13704336.95	15754526.35	14228827.88	13836576.77	13859919.36	26470702.58	50195637.03	23358401.09	55874640.01	18183820.36	19486347.8	19016148.68	19720754.55	19262398.5	18176629.36	17819607.2	30407735.33	41882191.96	45653523.13	52057852.44	58088128.85	22666265.07	21866500.06	22112375	21882901.6	22520974.01	21816903.7	34055942.53	33215927.77	25756938.58	28468506.86	28225153.64	57737349.63	23809794.55	23271284.65	23259522.23	23672370.81	23749969.92	35297512.1	24113207.05	30746665.11	26125666.99	23702644.95	52975474.9	57866841.85	25016326.76	24497993.54	24899260.63	24570266.48	36041366.86	35847948.22	31459191.3	29541495.88	27408603.75	54292067.11	30311599.27	58336849.77	26442672.3	26332426.42	26265364.69	37411689.68	26279210.87	30476967.23	28060087.45	28298670.98	53074937.54	50491987.03	54818888.98	59013695.4	27596361.2	27554429.85	38634445.77	38744449.3	31932060.65	30196812.35	28044503.85	52584726.88	30652211.61	32423069.3	32335580.37	59600914.96	28542856.59	39581361.31	28721051.21	35424515.32	30413514.03	30847259.59	53255670.31	50879477.55	30922794.99	29255823.19	56434469.46	60475064.26	40735309.81	40655674.9	36594936.54	34961276.91	30427594.71	52406000.75	32565305.83	50165934.52	32043925.38	57569493.43	34656056.56	50388337.61	30888702.42	34870448.39	32475855.15	35388843.73	52869263.88	50903262.15	48816996.98	49473769.55	57015661.15	54596909.09	47588031.88	51472793.72	36099344.5	34541469.79	35077343.52	49665885.22	34277223.77
CSNK1A1	14366660	5623400	3163200	2557898.755	10985400	4367330	15481000	10998505.93	32327100	322867.1386	278930.1184	1316753.782	11557598.78	8253916.072	4663026.023	8594301.488	6166311.792	8503663.295	7184167.488	11534625.48	17196137.2	5968991.704	6466933.743	13017270.17	8466650.861	7191877.807	10315861.61	8958176.916	8954253.935	8016995.578	11091942.51	12543330.86	18285891.5	7896901.429	13963943.11	12151375.45	9001936.862	10885599.73	9201511.935	7882562.286	8815995.995	10976543.43	9426199.096	13751122.63	18528069.22	14436982.8	10314403.13	11689837.96	10489676.92	10328542.97	9997087.401	9637432.603	10882497.83	10313058.76	13116349.65	13647005.2	13046450.07	13149714.51	10473650.13	10321688.09	9302664.054	9475627.076	9509172.553	10400291.34	9744119.83	11986731.32	9756570.992	9834390.494	9345931.689	11920227.45	9434355.37	10303557.36	9471649.779	9334601.535	10192628.42	9969562.304	11564636.92	11581309.35	9457560.951	9869185.155	11961128.69	11904485.05	10318131.39	10291308.83	9606353.419	10328944.12	9703960.702	11078532.67	9518256.784	11625519.49	9936993.191	11621835.17	9609274.386	11139593.02	9596938.469	10255353.46	10300124.09	10209965.83	10965932.31	11165519.99	11728110.57	11330237.11	11343107.9	11687183.38	11224293.75	11251203.28	10381517.67	9774026.528	9819828.742	10486463.87	9936957.744	10301758.53	10142064.8	9760583.024	10091900.71	10213706.6	9781717.066	10624722.89	10369899.04	9813314.905	10434529.7	10322909.75	10142708.8	9940567.46	10163643.52	10116531.08	9909648.922	10220791.51	10635183.07	10053535.72	10357256.42	10426135.49	9921247.018	9990667.173	10013952.46	10036384.4	9862061.121	10022174.66	10127934.38	10233421.58
